confidence,correct,target,prediction,snr_db
0.97722185,True,7,7,8.0
0.9914069,True,6,6,16.0
0.99305964,True,5,5,18.0
0.89418054,True,5,5,-6.0
0.6118795,True,1,1,8.0
0.99189454,True,9,9,10.0
0.9910609,True,8,8,8.0
0.9923409,True,6,6,0.0
0.9913147,True,6,6,16.0
0.6421027,True,1,1,10.0
0.9621498,True,2,2,4.0
0.992128,True,3,3,10.0
0.9808137,True,7,7,18.0
0.9913024,True,3,3,10.0
0.8985792,True,2,2,4.0
0.5110422,False,1,10,-2.0
0.9914773,True,8,8,4.0
0.99329364,True,9,9,8.0
0.37771696,False,0,4,-4.0
0.9941732,True,4,4,-2.0
0.98933405,True,8,8,14.0
0.661224,True,1,1,-2.0
0.9816196,True,7,7,-2.0
0.989419,True,3,3,4.0
0.9923733,True,6,6,14.0
0.99208647,True,5,5,6.0
0.9933832,True,4,4,4.0
0.6595089,True,1,1,6.0
0.99248135,True,6,6,10.0
0.92036146,True,2,2,4.0
0.55317163,False,10,1,8.0
0.98574764,True,7,7,6.0
0.9953406,True,10,10,6.0
0.99047196,True,4,4,-4.0
0.6667009,True,1,1,10.0
0.56296116,False,10,1,14.0
0.95969474,True,2,2,-6.0
0.99154305,True,9,9,10.0
0.9903358,True,0,0,16.0
0.9880249,True,3,3,-6.0
0.9922391,True,8,8,2.0
0.99251974,True,5,5,0.0
0.98217875,True,5,5,-4.0
0.9906651,True,0,0,18.0
0.9934022,True,3,3,0.0
0.5851389,False,10,1,0.0
0.99022305,True,4,4,10.0
0.5526101,True,1,1,4.0
0.9878136,True,8,8,16.0
0.95911336,True,2,2,6.0
0.99016505,True,7,7,8.0
0.7947065,True,5,5,-6.0
0.9929925,True,5,5,8.0
0.99002403,True,0,0,18.0
0.9902582,True,4,4,10.0
0.50103116,False,3,9,-6.0
0.99244505,True,8,8,-2.0
0.9950369,True,5,5,14.0
0.5685826,False,10,1,10.0
0.9209813,True,2,2,0.0
0.95426136,True,2,2,-4.0
0.98894715,True,6,6,-2.0
0.9926004,True,4,4,10.0
0.9915916,True,5,5,-2.0
0.9949974,True,3,3,-2.0
0.926652,True,2,2,12.0
0.99068797,True,7,7,14.0
0.986406,True,3,3,2.0
0.99376136,True,9,9,10.0
0.9231491,False,8,7,18.0
0.95634776,True,2,2,-6.0
0.99196327,True,8,8,4.0
0.99226284,True,6,6,10.0
0.98958886,True,0,0,14.0
0.9927349,True,9,9,10.0
0.9947724,True,3,3,4.0
0.9908818,True,5,5,4.0
0.5674124,True,3,3,-6.0
0.56812465,True,1,1,12.0
0.6261579,False,10,1,14.0
0.5866962,True,1,1,16.0
0.9907007,True,0,0,4.0
0.9912354,True,3,3,6.0
0.82585865,True,0,0,-2.0
0.99201137,True,8,8,4.0
0.5813064,True,1,1,18.0
0.95032716,True,2,2,8.0
0.99178046,True,0,0,14.0
0.99295723,True,9,9,10.0
0.992086,True,6,6,12.0
0.99126124,True,6,6,18.0
0.9922415,True,8,8,12.0
0.8865525,True,2,2,-2.0
0.99109226,True,9,9,2.0
0.99304813,True,5,5,12.0
0.6744966,True,1,1,4.0
0.98898405,True,4,4,14.0
0.9935868,True,4,4,-2.0
0.8331834,False,0,4,-6.0
0.9455205,True,2,2,12.0
0.56019825,False,10,1,4.0
0.9932147,True,4,4,-2.0
0.99102014,True,5,5,4.0
0.9915802,True,9,9,10.0
0.9910946,True,4,4,6.0
0.5896153,False,7,0,-6.0
0.99284947,True,4,4,0.0
0.98052555,True,7,7,-6.0
0.9902389,True,3,3,-2.0
0.9509044,False,0,2,-6.0
0.9913994,True,6,6,16.0
0.9924614,True,3,3,8.0
0.99187535,True,3,3,12.0
0.5766838,True,1,1,12.0
0.9292669,True,4,4,-6.0
0.98925155,True,4,4,14.0
0.9939348,True,5,5,4.0
0.9927617,True,0,0,10.0
0.9902204,True,4,4,12.0
0.9922098,True,9,9,16.0
0.9580447,True,2,2,4.0
0.98935807,True,7,7,6.0
0.9316188,True,2,2,4.0
0.9717248,True,7,7,-2.0
0.99298286,True,6,6,16.0
0.97489935,True,0,0,0.0
0.9450328,True,2,2,12.0
0.68140465,True,9,9,-6.0
0.8786865,True,2,2,-6.0
0.5948589,False,10,1,6.0
0.9931636,True,5,5,18.0
0.99252796,True,7,7,6.0
0.99124545,True,6,6,-4.0
0.99155915,True,0,0,4.0
0.58812934,False,10,1,18.0
0.9747453,True,2,2,-6.0
0.7113987,False,10,1,6.0
0.9515853,True,2,2,0.0
0.5260684,False,9,0,-4.0
0.9920048,True,9,9,4.0
0.9924079,True,9,9,12.0
0.9928808,True,3,3,10.0
0.9719578,False,7,8,-2.0
0.6998369,False,10,1,4.0
0.9012539,True,2,2,0.0
0.55617595,False,10,1,10.0
0.9483005,True,5,5,-6.0
0.9911389,True,6,6,12.0
0.9885566,True,7,7,4.0
0.57341105,False,10,1,18.0
0.9584851,True,7,7,-6.0
0.9944541,True,10,10,2.0
0.9906991,True,9,9,2.0
0.519253,False,9,3,-6.0
0.94638544,True,2,2,10.0
0.99160814,True,6,6,6.0
0.9915165,True,3,3,6.0
0.99293196,True,9,9,14.0
0.9911397,True,4,4,14.0
0.9956781,True,10,10,16.0
0.99183756,True,8,8,14.0
0.9923649,True,8,8,4.0
0.99304587,True,10,10,14.0
0.99274915,True,9,9,10.0
0.9905043,True,0,0,-2.0
0.9917148,True,9,9,8.0
0.8756546,False,9,4,-6.0
0.99466974,True,6,6,-2.0
0.47649977,True,8,8,16.0
0.95280796,True,2,2,-2.0
0.7777249,True,1,1,-4.0
0.9658405,True,2,2,4.0
0.9920513,True,3,3,-4.0
0.5364719,False,8,7,-6.0
0.9907658,True,6,6,18.0
0.8371366,True,0,0,-2.0
0.5965918,False,10,1,10.0
0.99340385,True,9,9,16.0
0.5527582,True,1,1,8.0
0.5816112,True,1,1,4.0
0.948521,True,2,2,0.0
0.9927799,True,8,8,4.0
0.9918805,True,10,10,16.0
0.9928127,True,9,9,2.0
0.59203935,True,1,1,2.0
0.97395927,True,2,2,6.0
0.9903414,True,4,4,14.0
0.9922283,True,9,9,6.0
0.99153125,True,4,4,4.0
0.90094775,True,2,2,4.0
0.9877314,True,4,4,-4.0
0.9941028,True,6,6,4.0
0.99312866,True,6,6,-2.0
0.9932683,True,5,5,10.0
0.991776,True,4,4,18.0
0.9913947,True,0,0,2.0
0.5971932,False,10,1,2.0
0.9938153,True,3,3,4.0
0.56670403,False,10,1,6.0
0.99313414,True,9,9,2.0
0.94336414,True,2,2,-6.0
0.8353625,True,10,10,8.0
0.7126012,True,3,3,-6.0
0.67397946,True,1,1,16.0
0.9918202,True,6,6,10.0
0.5932216,True,1,1,6.0
0.9831913,True,7,7,-2.0
0.98843724,True,0,0,12.0
0.6635257,False,9,5,-2.0
0.9910368,True,0,0,6.0
0.9909525,True,4,4,10.0
0.6304614,False,10,1,12.0
0.9913818,True,4,4,16.0
0.95227545,True,2,2,-4.0
0.9917629,True,6,6,12.0
0.53927636,False,10,1,-6.0
0.9921691,True,6,6,18.0
0.99168044,True,4,4,2.0
0.9343736,True,2,2,10.0
0.98434085,True,7,7,12.0
0.9916046,True,6,6,8.0
0.5871618,False,10,1,14.0
0.551895,True,1,1,2.0
0.9929381,True,5,5,8.0
0.9888849,True,6,6,-6.0
0.64594674,True,1,1,10.0
0.9554101,True,5,5,-2.0
0.8981126,True,7,7,4.0
0.98872197,True,3,3,-2.0
0.6674306,False,10,1,-6.0
0.60029495,False,0,2,-6.0
0.5720975,True,7,7,4.0
0.9936371,True,9,9,0.0
0.9900703,True,4,4,-2.0
0.95542365,True,2,2,14.0
0.67017454,False,10,1,2.0
0.86211216,True,0,0,-2.0
0.95198196,True,2,2,16.0
0.9933027,True,4,4,0.0
0.88566667,True,4,4,-4.0
0.9925067,True,7,7,2.0
0.9911395,True,0,0,16.0
0.99330294,True,8,8,0.0
0.9894001,True,3,3,16.0
0.8917468,True,1,1,18.0
0.5580651,True,1,1,10.0
0.989551,True,4,4,6.0
0.99029994,True,0,0,0.0
0.9907472,True,8,8,4.0
0.68355006,False,10,1,8.0
0.54379684,False,3,10,-6.0
0.99387395,True,10,10,16.0
0.9392784,True,4,4,-2.0
0.59010696,True,3,3,-6.0
0.9891579,True,0,0,4.0
0.99430966,True,10,10,6.0
0.9929103,True,8,8,4.0
0.9918601,True,8,8,10.0
0.6619585,True,1,1,8.0
0.9352444,True,2,2,6.0
0.9883609,True,7,7,0.0
0.7205702,True,1,1,10.0
0.98752546,True,7,7,14.0
0.9919824,True,0,0,8.0
0.98797333,True,4,4,0.0
0.72889656,True,8,8,-6.0
0.99176556,True,3,3,14.0
0.7068422,True,1,1,6.0
0.9915611,True,0,0,14.0
0.99106807,True,6,6,-2.0
0.98729914,True,10,10,16.0
0.99134606,True,8,8,2.0
0.9928377,True,6,6,-2.0
0.56806064,False,10,1,12.0
0.9839273,True,7,7,0.0
0.99409276,True,5,5,0.0
0.9905415,True,7,7,8.0
0.93562376,True,2,2,-6.0
0.9904569,True,7,7,18.0
0.43450338,False,4,0,-6.0
0.9821414,False,9,0,-2.0
0.9910216,True,7,7,18.0
0.50754386,True,0,0,-6.0
0.64947104,False,10,1,-4.0
0.6520183,False,10,1,-4.0
0.7004779,True,1,1,4.0
0.73228,True,9,9,-4.0
0.84404135,True,8,8,16.0
0.8644147,True,3,3,-6.0
0.6957908,True,1,1,0.0
0.99054444,True,8,8,18.0
0.98859394,True,7,7,8.0
0.96202964,True,2,2,4.0
0.9911828,True,4,4,10.0
0.5325564,False,0,9,-4.0
0.99354434,True,8,8,-2.0
0.992247,True,5,5,2.0
0.9917544,True,9,9,16.0
0.99248564,True,5,5,6.0
0.9914055,True,8,8,12.0
0.9922923,True,3,3,4.0
0.99104553,True,6,6,12.0
0.6194318,True,1,1,-4.0
0.9905504,True,4,4,8.0
0.9939924,True,3,3,10.0
0.99000907,True,4,4,18.0
0.55405474,True,1,1,-2.0
0.9204152,True,2,2,18.0
0.99022335,True,7,7,16.0
0.91500914,True,2,2,18.0
0.53082067,True,10,10,-4.0
0.9893694,True,5,5,6.0
0.9867322,True,5,5,16.0
0.98614454,True,8,8,-6.0
0.9945933,True,3,3,-4.0
0.99164975,True,0,0,4.0
0.9560783,True,2,2,-4.0
0.99226123,True,4,4,2.0
0.70720726,False,2,4,4.0
0.98950887,True,7,7,2.0
0.9233935,True,2,2,-4.0
0.6841267,False,0,2,-6.0
0.99079216,True,7,7,12.0
0.991691,True,6,6,16.0
0.6520058,True,1,1,18.0
0.94809705,True,2,2,4.0
0.991396,True,4,4,6.0
0.5829022,False,10,1,14.0
0.99013317,True,4,4,18.0
0.9095374,True,3,3,-4.0
0.99154705,True,6,6,6.0
0.89988005,False,7,8,-2.0
0.9908731,True,7,7,6.0
0.9911997,True,6,6,18.0
0.99363106,True,10,10,12.0
0.56480706,False,10,1,-4.0
0.9902687,True,4,4,14.0
0.7155685,True,0,0,-4.0
0.9045921,False,7,2,6.0
0.98916584,True,7,7,18.0
0.97027415,True,10,10,6.0
0.99418193,True,3,3,2.0
0.8501509,True,10,10,0.0
0.94083583,True,2,2,-6.0
0.99132216,True,10,10,14.0
0.99630725,True,5,5,-4.0
0.9678237,True,10,10,0.0
0.9913885,True,5,5,16.0
0.9899754,True,6,6,2.0
0.991967,True,8,8,14.0
0.9888248,True,7,7,-6.0
0.9919469,True,9,9,2.0
0.9944478,True,5,5,8.0
0.9931009,True,9,9,10.0
0.67824507,True,2,2,-6.0
0.55632305,False,9,0,-2.0
0.55885184,True,1,1,2.0
0.6805945,False,10,1,4.0
0.99296427,True,9,9,12.0
0.96102494,True,2,2,12.0
0.99489826,True,5,5,10.0
0.9910025,True,8,8,10.0
0.9831338,True,7,7,18.0
0.6524287,True,1,1,12.0
0.5145462,True,7,7,0.0
0.99173355,True,9,9,4.0
0.99219126,True,9,9,14.0
0.9922261,True,0,0,8.0
0.95288515,True,2,2,2.0
0.66074127,True,1,1,18.0
0.7037096,True,10,10,-4.0
0.9914585,True,6,6,0.0
0.9585575,True,2,2,-4.0
0.99182194,True,0,0,18.0
0.9930004,True,8,8,14.0
0.9925472,True,6,6,12.0
0.9934157,True,5,5,10.0
0.99132967,True,3,3,12.0
0.9893568,True,8,8,-2.0
0.80314034,False,4,5,-6.0
0.99282324,True,4,4,6.0
0.9950889,True,3,3,2.0
0.9932469,True,9,9,10.0
0.94299984,True,2,2,0.0
0.98962235,True,3,3,-2.0
0.61892104,False,10,1,16.0
0.99435705,True,10,10,14.0
0.9907382,True,6,6,18.0
0.90322924,True,2,2,10.0
0.73804003,True,1,1,12.0
0.5621631,False,10,1,18.0
0.9904599,True,7,7,6.0
0.98929214,True,4,4,16.0
0.9719206,True,7,7,10.0
0.9224233,True,2,2,-4.0
0.9494505,False,0,2,-6.0
0.99114054,True,0,0,16.0
0.9493782,True,2,2,-2.0
0.5195546,False,9,3,-6.0
0.99312943,True,9,9,16.0
0.54751,False,9,0,-4.0
0.9503468,True,3,3,0.0
0.9814439,True,7,7,-2.0
0.94671756,True,2,2,4.0
0.9915686,True,0,0,0.0
0.60742694,False,0,9,-4.0
0.99149245,True,9,9,12.0
0.8263863,True,4,4,-4.0
0.993767,True,9,9,2.0
0.9916108,True,0,0,14.0
0.80115354,True,2,2,16.0
0.9905324,True,10,10,18.0
0.6894288,True,1,1,-6.0
0.9934284,True,8,8,-4.0
0.9919851,True,4,4,0.0
0.9913639,True,7,7,14.0
0.9375706,True,2,2,8.0
0.99163836,True,8,8,8.0
0.9922518,True,3,3,12.0
0.95300376,True,2,2,2.0
0.989181,True,7,7,10.0
0.55911607,False,10,1,0.0
0.92737716,True,2,2,10.0
0.9907828,True,4,4,-2.0
0.781466,True,1,1,6.0
0.59076476,False,5,10,-4.0
0.99128824,True,5,5,6.0
0.9383435,True,2,2,14.0
0.5559941,False,10,1,-6.0
0.9925379,True,0,0,6.0
0.5833169,False,10,1,10.0
0.73938096,False,0,4,-4.0
0.9866844,True,4,4,-4.0
0.99230367,True,10,10,12.0
0.9906448,True,8,8,12.0
0.99183744,True,8,8,18.0
0.9938188,True,5,5,8.0
0.9914758,True,4,4,14.0
0.9922051,True,10,10,10.0
0.99165374,True,8,8,0.0
0.5809438,False,10,1,-4.0
0.9455346,True,2,2,8.0
0.612104,True,10,10,-2.0
0.96954733,True,2,2,14.0
0.99193734,True,9,9,12.0
0.99223596,True,9,9,14.0
0.9906529,True,0,0,10.0
0.9925297,True,8,8,-4.0
0.9926381,True,6,6,0.0
0.99138427,True,0,0,16.0
0.5749492,False,10,1,14.0
0.52752644,True,1,1,-4.0
0.6213697,False,10,1,8.0
0.52991086,True,0,0,-4.0
0.99078524,True,8,8,0.0
0.9874894,True,0,0,12.0
0.993877,True,3,3,8.0
0.99578625,True,5,5,4.0
0.99266726,True,4,4,4.0
0.52989,False,10,1,0.0
0.6513921,True,1,1,2.0
0.94041,True,5,5,-6.0
0.8141585,True,2,2,-4.0
0.38916045,True,3,3,-6.0
0.62425214,True,10,10,-2.0
0.9881578,True,4,4,10.0
0.99429154,True,5,5,6.0
0.9718525,True,2,2,18.0
0.96144164,True,2,2,6.0
0.99159485,True,0,0,14.0
0.9897914,True,8,8,4.0
0.98947936,True,8,8,16.0
0.98977613,True,6,6,-4.0
0.99574137,True,10,10,6.0
0.99353844,True,5,5,10.0
0.9888343,True,0,0,2.0
0.99282974,True,9,9,18.0
0.9918901,True,7,7,8.0
0.9519921,True,2,2,0.0
0.9875722,True,5,5,2.0
0.58624977,False,10,1,-2.0
0.5644942,True,1,1,16.0
0.49927086,False,8,7,-2.0
0.70829135,True,9,9,-4.0
0.7419147,True,8,8,-6.0
0.95104307,True,2,2,4.0
0.94196045,True,2,2,2.0
0.99240243,True,0,0,12.0
0.9567384,True,5,5,-4.0
0.9907458,True,8,8,8.0
0.5671191,True,1,1,12.0
0.9901377,True,7,7,-4.0
0.53759825,True,10,10,0.0
0.99088,True,4,4,4.0
0.98675495,True,3,3,-2.0
0.9932995,True,8,8,2.0
0.9921669,True,6,6,2.0
0.99056715,True,6,6,-4.0
0.97973335,True,7,7,6.0
0.9891635,True,0,0,0.0
0.9655047,True,2,2,-2.0
0.59018356,False,10,1,2.0
0.99172103,True,9,9,2.0
0.9909767,True,7,7,2.0
0.992653,True,0,0,4.0
0.9917276,True,0,0,16.0
0.6967021,True,1,1,4.0
0.92594665,True,8,8,-6.0
0.9389777,True,2,2,0.0
0.47428367,False,7,9,-6.0
0.9902018,True,3,3,-2.0
0.65906334,True,1,1,12.0
0.5321662,False,1,10,0.0
0.5418007,True,10,10,-6.0
0.6607119,True,1,1,-2.0
0.9838945,True,5,5,0.0
0.9904365,True,7,7,12.0
0.7320092,False,9,5,-6.0
0.99041206,True,3,3,16.0
0.9910164,True,0,0,8.0
0.99322903,True,6,6,8.0
0.5201787,False,0,9,-4.0
0.99160117,True,3,3,16.0
0.48992485,False,3,0,-6.0
0.82041025,True,10,10,0.0
0.99138665,True,9,9,14.0
0.9904648,True,8,8,6.0
0.9913051,True,9,9,16.0
0.92639995,True,2,2,10.0
0.9382857,False,0,3,-6.0
0.99224794,True,4,4,6.0
0.99221635,True,8,8,12.0
0.70496386,True,7,7,-2.0
0.99045277,True,7,7,14.0
0.45439765,False,4,9,-6.0
0.9895816,True,10,10,-2.0
0.9924436,True,4,4,6.0
0.70826405,True,9,9,-2.0
0.89289725,True,2,2,18.0
0.9907618,True,3,3,12.0
0.5757523,False,10,1,10.0
0.9943521,True,9,9,18.0
0.93069714,True,4,4,-4.0
0.99096113,True,4,4,6.0
0.5797721,False,10,1,16.0
0.9906212,True,4,4,6.0
0.9898552,True,7,7,6.0
0.9928189,True,0,0,18.0
0.59003603,False,9,3,-4.0
0.9906494,True,6,6,14.0
0.58274597,False,9,0,-2.0
0.9930769,True,9,9,14.0
0.9515021,True,2,2,18.0
0.9921503,True,6,6,-4.0
0.9934702,True,6,6,-4.0
0.99037486,True,3,3,4.0
0.9259961,True,7,7,-4.0
0.9921097,True,8,8,6.0
0.99247557,True,7,7,14.0
0.99198854,True,9,9,4.0
0.99315226,True,10,10,18.0
0.6165866,True,1,1,6.0
0.5517668,True,1,1,0.0
0.98958886,True,7,7,10.0
0.9887911,True,9,9,-2.0
0.957796,True,2,2,2.0
0.9926864,True,10,10,16.0
0.99000996,True,4,4,16.0
0.96371853,True,2,2,0.0
0.9891261,True,0,0,4.0
0.9920884,True,5,5,18.0
0.99312794,True,9,9,18.0
0.98998463,True,10,10,14.0
0.49420825,True,0,0,-4.0
0.9916984,True,6,6,12.0
0.99223125,True,9,9,2.0
0.9530787,True,2,2,10.0
0.99280447,True,4,4,4.0
0.9670975,True,7,7,-6.0
0.98027724,True,10,10,14.0
0.9917001,True,6,6,12.0
0.5741225,True,1,1,12.0
0.8759325,False,9,2,-6.0
0.991814,True,6,6,12.0
0.98965937,True,0,0,12.0
0.939261,True,3,3,-2.0
0.9925345,True,0,0,10.0
0.97251254,True,8,8,6.0
0.9938659,True,5,5,4.0
0.9882521,True,9,9,0.0
0.99160403,True,0,0,18.0
0.99115914,True,0,0,18.0
0.9911668,True,0,0,14.0
0.5743668,True,1,1,18.0
0.9918481,True,3,3,8.0
0.99205834,True,9,9,10.0
0.9738886,True,0,0,0.0
0.99044997,True,0,0,10.0
